Timestamp,IMU_Raw_x,IMU_Raw_y,IMU_Raw_z,IMU_Linear_Acc_X,IMU_Linear_Acc_Y,IMU_Linear_Acc_Z
1706237847880974799,0.126363679766655,9.767003059387209,-0.9929592013359071,-0.004764471668750048,-0.003113505197688937,0.009987645782530308
1706237847887637502,0.13188347220420837,9.764294624328615,-0.9850401282310487,-0.0047650570049881935,-0.0015419436385855079,0.010773132555186749
1706237847897719799,0.12243576347827911,9.766654968261719,-0.9894031882286073,-0.004004141315817833,3.930459115508711e-06,0.011217374354600906
1706237847907805336,0.12853378057479858,9.769039154052734,-0.9967519640922547,-0.0025880998000502586,0.0009063201723620296,0.011358801275491714
1706237847917223984,0.1302071213722229,9.77004909515381,-0.9981656670570375,-0.0008778644260019064,0.0009866297477856278,0.011158338747918606
1706237847927806095,0.12648609280586243,9.763285636901857,-0.9859461188316346,0.0007356443675234914,0.0005130614154040813,0.010450383648276329
1706237847937186799,0.11870481818914415,9.768035888671875,-0.9894084334373475,0.001963467337191105,-0.00015381697448901832,0.009317978285253048
1706237847948968669,0.12271060049533844,9.762636184692383,-0.9946255087852479,0.002500726142898202,-0.0008217187714762986,0.008233999833464622
1706237847957919428,0.13123050332069397,9.771051406860352,-0.9921415448188783,0.0021432822104543447,-0.0014274220447987318,0.0076168496161699295
1706237847968535965,0.12372693419456482,9.76971435546875,-1.0005059242248535,0.0011217610444873571,-0.0018730442970991135,0.0074498713947832584
1706237847978008873,0.1323489993810654,9.772403717041016,-0.9866794347763062,4.8110003262991086e-05,-0.0019573380704969168,0.007411062251776457
1706237847987155558,0.13054311275482178,9.768038749694826,-0.9991213679313661,-0.0004855779407080263,-0.0015110928798094392,0.007245157845318317
1706237848006194058,0.13158403337001803,9.76564693450928,-0.9850516915321351,-0.00016007620433811098,-0.000618268852122128,0.006959959398955107
1706237848008878613,0.1367042362689972,9.769703865051271,-0.9901095032691957,0.0010279202833771706,0.00035179656697437167,0.0067718615755438805
1706237848017258706,0.11896193027496338,9.769053459167482,-0.9900357723236084,0.0027780933305621147,0.001005487865768373,0.006955027114599943
1706237848027128113,0.12557369470596313,9.769021034240724,-0.9910755157470703,0.004468540195375681,0.0012052219826728106,0.007616081275045872
1706237848037383391,0.12929613888263705,9.772743225097656,-0.9927759766578675,0.005351949483156204,0.001086911652237177,0.008557816036045551
1706237848057307632,0.12477833032608032,9.761961936950685,-0.9928876757621766,0.005080508999526501,0.0008779451018199325,0.0094015933573246
1706237848067162558,0.13272057473659518,9.769385337829592,-0.9929969906806947,0.003943732939660549,0.0006715247291140258,0.009822654537856579
1706237848079178780,0.1257307529449463,9.770017623901367,-0.9915942549705506,0.0017242484027519822,2.6237736165057868e-05,0.009238224476575851
1706237848087993836,0.1343193203210831,9.752161979675295,-0.9842147827148438,0.0016408110968768597,-0.0003438669955357909,0.008647231385111809
1706237848102849280,0.12812505662441256,9.75790309906006,-0.9943579435348511,0.002265778137370944,-0.0008793096640147269,0.008289046585559845
1706237848111733910,0.12714423239231112,9.7609338760376,-0.9848201870918275,0.003257736098021269,-0.0019990073051303625,0.008396690711379051
1706237848126024836,0.1392253786325455,9.769713401794435,-0.9862968921661377,0.004230920225381851,-0.0038094744086265564,0.00898061040788889
1706237848130720261,0.12757723033428195,9.766999244689943,-0.9907902479171753,0.0049867285415530205,-0.005735091865062714,0.009913872927427292
1706237848137938521,0.1241295337677002,9.766342163085938,-0.9922699928283691,0.005514247342944145,-0.006904273293912411,0.010953240096569061
1706237848147566780,0.1173134446144104,9.775440216064453,-0.991666615009308,0.005647608544677496,-0.006781744305044413,0.011713951826095581
1706237848157842261,0.13110148906707764,9.762944221496584,-0.9888428449630737,0.005026401486247778,-0.005391333252191544,0.0118748489767313
1706237848168120039,0.12371569126844408,9.763633728027344,-0.9957707524299623,0.0035709955263882875,-0.0032527747098356485,0.011405430734157562
1706237848182137650,0.11991995573043823,9.759596824645998,-0.9945571422576904,0.0016917692264541984,-0.001250001834705472,0.01048677135258913
1706237848188989298,0.12717363238334656,9.76126003265381,-0.9924486279487611,-9.229738498106599e-05,-0.0002567123156040907,0.009313832968473434
1706237848198903743,0.12022892385721208,9.764300346374513,-0.9879137277603149,-0.001469130045734346,-0.0006596328457817435,0.008112706243991852
1706237848207966891,0.12698818743228915,9.76430892944336,-0.9899812936782837,-0.002312805037945509,-0.0021690060384571552,0.007228437811136246
1706237848217284743,0.1252380907535553,9.766338348388672,-0.9909408092498779,-0.002612757496535778,-0.004030240699648857,0.006980907171964645
1706237848227299465,0.1251237392425537,9.755187034606935,-0.9893642663955688,-0.0024267355911433697,-0.005506549961864948,0.007420491427183151
1706237848238056410,0.126449391245842,9.76094722747803,-0.9984014630317689,-0.0018732096068561077,-0.006328017916530371,0.008268363773822784
1706237848247425132,0.12232016026973724,9.762612342834474,-0.9900347590446473,-0.0011491496115922928,-0.00670288223773241,0.009047959931194782
