%time,field.x,field.y,field.z
1701944384293378458,-0.0024411373306065798,0.0020514833740890026,0.003450935473665595
1701944384294940148,-0.00393817201256752,-0.0004565597919281572,0.005397074855864048
1701944384296286874,-0.004898275714367628,-0.0021520471200346947,0.006655399221926928
1701944384297615513,-0.005106589291244745,-0.0024096770212054253,0.006991800386458635
1701944384298874104,-0.0047702123410999775,-0.0011976868845522404,0.006418208125978708
1701944384300218953,-0.004101346246898174,0.0008347721304744482,0.005368364974856377
1701944384301589807,-0.003250210080295801,0.0026689828373491764,0.004446584265679121
1701944384303037089,-0.002489650622010231,0.0035147368907928467,0.0040490031242370605
1701944384304392798,-0.002044503577053547,0.003199039027094841,0.004199641291052103
1701944384305806489,-0.0017996671376749873,0.002095110947266221,0.004499048460274935
1701944384307314305,-0.0014782639918848872,0.0008757663308642805,0.00434747664257884
1701944384308621965,-0.0009400720009580255,0.0002337061450816691,0.003432771423831582
1701944384310239050,-0.00023405109823215753,0.0005069486796855927,0.0019636454526335
1701944384312517901,0.0004446638922672719,0.001503986888565123,0.0004778567817993462
1701944384314177705,0.0008201494929380715,0.0027644559741020203,-0.0005316969472914934
1701944384315666865,0.0006572133279405534,0.0038299865555018187,-0.0009186227689497173
1701944384317029290,2.673470135050593e-06,0.004303397610783577,-0.0008109866175800562
1701944384318323294,-0.0006918352446518838,0.004044841043651104,-0.00029212303343228996
1701944384320047028,-0.0008850573794916272,0.0033330759033560753,0.0006108678062446415
1701944384321500730,-0.000346115994034335,0.0026029765140265226,0.0017097888048738241
1701944384322866681,0.0007102277595549822,0.0021098507568240166,0.002672661328688264
1701944384324360900,0.001696115592494607,0.001917293993756175,0.003203317988663912
1701944384325710978,0.0019918910693377256,0.001957197906449437,0.00323057291097939
1701944384327165941,0.001328491372987628,0.0020095952786505222,0.0029957564547657967
1701944384328528455,-0.00012828865146730095,0.0018786280415952206,0.0028232475742697716
1701944384329946696,-0.0018371916376054287,0.0016165642300620675,0.0028240622486919165
1701944384331269407,-0.003091291058808565,0.001426322036422789,0.002874463563784957
1701944384332646378,-0.003545789746567607,0.0014307418605312705,0.0027640608604997396
1701944384333837128,-0.003518408164381981,0.0016295561799779534,0.0023675309494137764
1701944384335354634,-0.0035513904877007008,0.0019699321128427982,0.0017589175840839744
1701944384337045125,-0.0038169249892234802,0.0023519867099821568,0.0011761897476390004
1701944384338169559,-0.004038575105369091,0.0026329599786549807,0.0008609949727542698
1701944384339622369,-0.003839505836367607,0.0026110652834177017,0.0008871385944075882
1701944384341260488,-0.0031477687880396843,0.002004052046686411,0.0011373930610716343
1701944384343270071,-0.0023267874494194984,0.0007532433955930173,0.001482510706409812
1701944384344970414,-0.002004319103434682,-0.0006619045743718743,0.0018911045044660568
1701944384346225545,-0.00270385411567986,-0.001551686436869204,0.002263810485601425
1701944384347619743,-0.00429546507075429,-0.0016315561952069402,0.002386774867773056
1701944384349010094,-0.005826874636113644,-0.0011876870412379503,0.0021723650861531496
1701944384350429272,-0.006256984081119299,-0.0006324243149720132,0.001740948879159987
1701944384352148983,-0.005335984285920858,-4.4951753807254136e-05,0.0013792230747640133
1701944384353785516,-0.0036361736711114645,0.0005986146279610693,0.001475379685871303
1701944384355034169,-0.0019087065011262894,0.0009944805642589927,0.0022067888639867306
1701944384356298267,-0.0005728561664000154,0.0007733157835900784,0.0032794270664453506
1701944384357555078,0.0002574145619291812,1.5988323866622522e-05,0.004124275874346495
1701944384358816193,0.0006121472106315196,-0.000798908993601799,0.004382317420095205
1701944384360068861,0.0007187320734374225,-0.0011740612098947167,0.004079263191670179
1701944384361479082,0.0008665010100230575,-0.0008300664485432208,0.003313508117571473
1701944384362918189,0.0011282205814495683,0.00018970099336002022,0.0021036944817751646
1701944384364311518,0.001321087940596044,0.0015751721803098917,0.0006555380532518029
1701944384365535795,0.0010258593829348683,0.0030058894772082567,-0.0005795155302621424
1701944384366990936,-0.00012982074986211956,0.004262689501047134,-0.0012596443993970752
1701944384368348098,-0.0019358335994184017,0.005095955915749073,-0.001244265353307128
1701944384370213487,-0.003783242544159293,0.005302163306623697,-0.0003397054970264435
1701944384371715451,-0.0054148538038134575,0.00493257911875844,0.001582639990374446
1701944384373815383,-0.006884110625833273,0.004237557761371136,0.004160986747592688
1701944384375504235,-0.007932300679385662,0.0035402036737650633,0.006510473322123289
1701944384377094427,-0.008136090822517872,0.00319512072019279,0.007689955644309521
1701944384378339807,-0.007486391346901655,0.0034057293087244034,0.007256049197167158
1701944384379824775,-0.0063617294654250145,0.003966045565903187,0.005491095595061779
1701944384381186419,-0.00522972084581852,0.004382362589240074,0.0031415412668138742
1701944384382408278,-0.004522945266216993,0.004370503593236208,0.0009304458508267999
1701944384384033848,-0.0044283512979745865,0.004028588067740202,-0.0007166092400439084
1701944384385479383,-0.004631987307220697,0.003508566180244088,-0.0016494231531396508
1701944384386897178,-0.004510019440203905,0.002889089286327362,-0.00188380794133991
1701944384388233694,-0.0037948591634631157,0.002418924355879426,-0.0014491858892142773
1701944384389676106,-0.0028893942944705486,0.0024912876542657614,-0.0003002874436788261
1701944384390935387,-0.0024037614930421114,0.0031506605446338654,0.001491399249061942
1701944384392279564,-0.0026243231259286404,0.0037831400986760855,0.0035428854171186686
1701944384393743159,-0.00347133562900126,0.0035833315923810005,0.005338399205356836
1701944384395208120,-0.0047186086885631084,0.002375285839661956,0.006542010698467493
1701944384396835579,-0.0060607255436480045,0.0008132766233757138,0.007056419271975756
1701944384398230894,-0.0071214959025382996,-0.00021168110833968967,0.006888670846819878
1701944384399624391,-0.007685516960918903,-0.0002151572989532724,0.006114535499364138
1701944384400959145,-0.007775120437145233,0.0006785706500522792,0.004959194455295801
1701944384402469811,-0.007450667675584555,0.0018517053686082363,0.003732451004907489
1701944384404555880,-0.006747314240783453,0.0025467812083661556,0.00263898610137403
1701944384406610765,-0.00571863166987896,0.0023312452249228954,0.001757102319970727
1701944384408072160,-0.00450672022998333,0.0012868394842371345,0.001145181362517178
1701944384409454729,-0.003437033388763666,-0.000149678933667019,0.0008521352428942919
1701944384410660820,-0.0029249556828290224,-0.0014404841931536794,0.0009102689218707383
1701944384412137784,-0.0031255383510142565,-0.0021124915219843388,0.0014187186025083065
1701944384413353044,-0.0036343256942927837,-0.001886121230199933,0.002415196504443884
1701944384414793687,-0.0038080932572484016,-0.0009520905441604555,0.003512584138661623
1701944384416290265,-0.003562110709026456,-2.4254099116660655e-05,0.0040492042899131775
1701944384417464772,-0.0035397002939134836,0.0002959993726108223,0.003740227548405528
1701944384418811243,-0.004285720642656088,0.0001271540968446061,0.0028948739636689425
1701944384420246709,-0.005516341421753168,5.995954052195884e-05,0.0020935856737196445
1701944384421540101,-0.0063359495252370834,0.0005143466405570507,0.0017367553664371371
1701944384422687217,-0.006001653149724007,0.001479578553698957,0.0017589475028216839
1701944384424200349,-0.004558263812214136,0.002637141151353717,0.0017998232506215572
1701944384425497457,-0.002835269784554839,0.0035094725899398327,0.0015945234335958958
1701944384426542650,-0.001804528757929802,0.0036432647611945868,0.0011559792328625917
1701944384427814311,-0.002003161236643791,0.00289528607390821,0.0006988397217355669
1701944384429192158,-0.0032906339038163424,0.0015588488895446062,0.0004014104779344052
1701944384430616735,-0.004864502232521772,0.00014014645421411842,0.00017779142945073545
1701944384432126473,-0.005754247773438692,-0.0010123465908691287,-0.0002780588110908866
1701944384433812623,-0.005487919319421053,-0.0018012422369793057,-0.0011354191228747368
1701944384435491519,-0.004293459467589855,-0.00222220947034657,-0.0021075305994600058
1701944384437511517,-0.0027990841772407293,-0.002373448805883527,-0.0025755164679139853
1701944384439040382,-0.001572693232446909,-0.002456889720633626,-0.00211216788738966
1701944384440409768,-0.0009071218082681298,-0.0024756104685366154,-0.0008098325342871249
1701944384441795956,-0.0008927775779739022,-0.002158741233870387,0.0008978047990240157
1701944384443110187,-0.0014461952960118651,-0.0013495140010491014,0.002498673740774393
1701944384445984317,-0.0023223699536174536,-0.00020349552505649626,0.00352948484942317
1701944384447669183,-0.0031802374869585037,0.0009658487397246063,0.0037534688599407673
1701944384449097803,-0.003683942835777998,0.0018659398192539811,0.0032959934324026108
1701944384452179152,-0.0037173267919570208,0.0023727957159280777,0.0025814182590693235
1701944384453621657,-0.0033920924179255962,0.0025354172103106976,0.002161187119781971
1701944384454883908,-0.0028281076811254025,0.0024354998022317886,0.0024616450536996126
1701944384456211822,-0.002209662925451994,0.0021036427933722734,0.0034945739898830652
1701944384457603562,-0.001825367915444076,0.001586124999448657,0.004774460103362799
1701944384458647815,-0.0017137087415903807,0.0011192363454028964,0.005550636909902096
1701944384460403564,-0.001596699352376163,0.0010082460939884186,0.005243102554231882
1701944384461722499,-0.0013245252193883061,0.0012102671898901463,0.0038613020442426205
1701944384463005448,-0.0009816063102334738,0.0014051282778382301,0.0020387074910104275
1701944384464263657,-0.0005839882651343942,0.0014932256890460849,0.0005743172951042652
1701944384466120308,-0.00016472850984428078,0.0015581239713355899,-9.665660036262125e-05
1701944384467876826,-5.098559631733224e-05,0.001423236564733088,-3.6041325074620545e-05
1701944384469690257,-0.0006135147414170206,0.0007882362115196884,0.000427791615948081
1701944384471070898,-0.001750735566020012,-0.000215601859963499,0.0009842610452324152
1701944384472291791,-0.0028385475743561983,-0.0010105345863848925,0.0015171326231211424
1701944384473667456,-0.003244924359023571,-0.001170111820101738,0.0020825143437832594
1701944384475064676,-0.0028012883849442005,-0.000835679704323411,0.0026881718076765537
1701944384476152689,-0.001847794628702104,-0.0004803429765161127,0.003087030490860343
1701944384477611833,-0.0009624939411878586,-0.00044276638072915375,0.0029166999738663435
1701944384478889790,-0.000624978682026267,-0.0007560817175544798,0.002179846866056323
1701944384480165648,-0.0010785175254568458,-0.001226607128046453,0.0014014046173542738
1701944384481182568,-0.00220811041072011,-0.001604548771865666,0.001106626121327281
1701944384483108223,-0.003403816372156143,-0.001772879040800035,0.0013130077859386802
1701944384484362178,-0.003945028409361839,-0.0017359675839543343,0.0016052484279498458
1701944384485700305,-0.0036852057091891766,-0.0014096617233008146,0.001548015745356679
1701944384486965959,-0.0031544615048915148,-0.0006073101540096104,0.0010734761599451303
1701944384488285477,-0.0029998542740941048,0.0006316768121905625,0.0005261852638795972
1701944384489133993,-0.0034845515619963408,0.001870391541160643,0.0002875924692489207
1701944384491048522,-0.004428520333021879,0.0026243743486702442,0.0004514269530773163
1701944384492597196,-0.005289139691740274,0.00269784196279943,0.0008730792324058712
1701944384493922659,-0.00535833602771163,0.0020957994274795055,0.001356268534436822
1701944384495348119,-0.004360589664429426,0.0009646806283853948,0.0017819758504629135
1701944384496907491,-0.0028281465638428926,-0.00025606233975850046,0.0021436430979520082
1701944384498497311,-0.0015555907739326358,-0.0009194526355713606,0.00242816680110991
1701944384499968362,-0.000927809567656368,-0.000619626953266561,0.00257209618575871
1701944384501404674,-0.000979728763923049,0.00044285180047154427,0.002595058875158429
1701944384503037612,-0.001581989461556077,0.0016067232936620712,0.002587021328508854
1701944384504759006,-0.0022884774953126907,0.002232480561360717,0.0025992041919380426
1701944384506126432,-0.002502966206520796,0.0019902517087757587,0.0027079852297902107
1701944384507469263,-0.002060855273157358,0.0009312992333434522,0.0030714308377355337
1701944384508824098,-0.0014277518494054675,-0.00042438472155481577,0.0038117803633213043
1701944384509770951,-0.0012887966586276889,-0.00123182637616992,0.004874194506555796
1701944384511534011,-0.0020497883670032024,-0.0008595410035923123,0.0059782275930047035
1701944384512759898,-0.0035953791812062263,0.0006093870033510029,0.0066507854498922825
1701944384514053636,-0.005300998687744141,0.0025026914663612843,0.006391088478267193
1701944384515617980,-0.006385439541190863,0.004252845887094736,0.005070535931736231
1701944384517019504,-0.006502877920866013,0.005765157751739025,0.003227227134630084
1701944384517963393,-0.006001506000757217,0.007109557744115591,0.001707867719233036
1701944384519675719,-0.005496413912624121,0.008211839944124222,0.0009165626252070069
1701944384521074242,-0.005247114691883326,0.008926521055400372,0.0005856739007867873
1701944384522224506,-0.005075349938124418,0.009208977222442627,0.0003160256892442703
1701944384523647265,-0.004756630398333073,0.009069877676665783,8.476827497361228e-05
1701944384524713533,-0.004232823848724365,0.008480606600642204,0.0001430387346772477
1701944384526082300,-0.003493765601888299,0.007630350533872843,0.0006173208239488304
1701944384528193010,-0.002575776306912303,0.007074393797665834,0.0013400847092270851
1701944384529747039,-0.0016986210830509663,0.007207314949482679,0.0020391817670315504
1701944384530993246,-0.001193867065012455,0.007730822544544935,0.002597331302240491
1701944384532342186,-0.0013506398536264896,0.007796740159392357,0.0031101075001060963
1701944384533616988,-0.002261585323140025,0.0066893985494971275,0.003691417630761862
1701944384534899861,-0.003605534788221121,0.004417565185576677,0.004229948855936527
1701944384536368595,-0.0047646332532167435,0.0015521202003583312,0.004491102881729603
1701944384537726083,-0.005274652037769556,-0.001317003509029746,0.004395100753754377
1701944384539399274,-0.004971012473106384,-0.0037137914914637804,0.003962432034313679
1701944384540640153,-0.003811950795352459,-0.005170923657715321,0.0031708618625998497
1701944384541946289,-0.0018940992886200547,-0.0053482940420508385,0.002072857692837715
1701944384543139191,0.0003195402096025646,-0.004281261004507542,0.0009108720696531236
1701944384544411781,0.002088284119963646,-0.002503604395315051,-5.956826498731971e-06
1701944384545677279,0.0028874888084828854,-0.0007789264782331884,-0.00049280357779935
1701944384546969754,0.0026269343215972185,0.0004697772965300828,-0.0004441679047886282
1701944384549577167,0.001488476525992155,0.0012880677822977304,0.0002305408997926861
1701944384550671993,-0.0002014825149672106,0.001787594286724925,0.001375963562168181
1701944384552336215,-0.002092167967930436,0.001975857885554433,0.002513849176466465
1701944384553561857,-0.0037425761111080647,0.0019346330082044005,0.003144671441987157
1701944384554768532,-0.0044881729409098625,0.0018940995214506984,0.002987566404044628
1701944384556329430,-0.003915686160326004,0.002066895365715027,0.002075738273561001
1701944384557941973,-0.0024931887164711952,0.0024356693029403687,0.0007903155055828393
1701944384560125732,-0.0012168139219284058,0.0027521923184394836,-0.0003682416572701186
1701944384561978281,-0.0006029953365214169,0.0028079391922801733,-0.0011848153080791235
1701944384563522622,-0.00045625382335856557,0.002657296136021614,-0.001819554716348648
1701944384564789374,-0.0005342761869542301,0.002450597705319524,-0.0024538489524275064
1701944384566066820,-0.0009404026786796749,0.0021912362426519394,-0.003017051611095667
1701944384567439250,-0.0018950644880533218,0.0018269062275066972,-0.0032903761602938175
1701944384569391365,-0.003477304708212614,0.0013187081785872579,-0.0030713235028088093
1701944384570886124,-0.00549956364557147,0.0005484611028805375,-0.0022746308241039515
1701944384572204875,-0.00734877772629261,-0.0004478117625694722,-0.0010151350870728493
1701944384573518366,-0.008154611103236675,-0.0011535820085555315,0.0004884183872491121
1701944384574729488,-0.007427035365253687,-0.0009252149611711502,0.0020659537985920906
1701944384576106398,-0.005468493793159723,0.00027407563175074756,0.0035692525561898947
1701944384577354408,-0.00316560547798872,0.0017383750528097153,0.004753455054014921
1701944384578824690,-0.001364728668704629,0.0025980279315263033,0.005233835894614458
1701944384580094755,-0.0002965918683912605,0.0025097178295254707,0.004695879761129618
1701944384581342618,0.00024743718677200377,0.0018897526897490025,0.0032330011017620564
1701944384582401265,0.0003096303262282163,0.0014266817597672343,0.0012895324034616351
1701944384584022449,-0.00019815898849628866,0.0014286068035289645,-0.0007165486458688974
1701944384585352906,-0.0011004740372300148,0.0018413689685985446,-0.002475242828950286
1701944384586743054,-0.0020943759009242058,0.0026165407616645098,-0.0036220126785337925
1701944384588680219,-0.003088219091296196,0.003702236106619239,-0.0038405917584896088
1701944384590730408,-0.004078609868884087,0.00486720772460103,-0.00309925084002316
1701944384592798092,-0.004921667277812958,0.005746477283537388,-0.0016276435926556587
1701944384594151738,-0.005498681217432022,0.006021549925208092,0.0001682558940956369
1701944384595711667,-0.0059187267906963825,0.005561347119510174,0.0018039835849776864
1701944384596937993,-0.006385597866028547,0.004549915436655283,0.0029400510247796774
1701944384598573214,-0.006931536830961704,0.003511258400976658,0.0034495415166020393
1701944384599846704,-0.00738176004961133,0.002941599115729332,0.0034027183428406715
1701944384601293433,-0.0076345172710716724,0.0029039776418358088,0.003044859040528536
1701944384602516446,-0.007784482557326555,0.0031310664489865303,0.0025561584625393152
1701944384604015479,-0.007839412428438663,0.003320883959531784,0.0018705008551478386
1701944384605482815,-0.0076032839715480804,0.003312495304271579,0.0008943643188104033
1701944384606848437,-0.006978590507060289,0.003244986291974783,-0.00013165519339963794
1701944384608220013,-0.006119290832430124,0.0034068881068378687,-0.0006890314980410039
1701944384609574156,-0.005172537174075842,0.0036286439280956984,-0.0004729636129923165
1701944384611007956,-0.004137796349823475,0.003133523277938366,0.00029446216649375856
1701944384612405663,-0.0031059712637215853,0.0014142257859930396,0.0010954554891213775
1701944384613749916,-0.002376228803768754,-0.0010695033706724644,0.001587256439961493
1701944384615356821,-0.002188104437664151,-0.0033513791859149933,0.0017367290565744042
1701944384616568974,-0.002435780828818679,-0.0047493427991867065,0.001563686178997159
1701944384618274171,-0.002800694201141596,-0.00510475505143404,0.001033648382872343
1701944384620293712,-0.003152322955429554,-0.0046354057267308235,0.00026546200388111174
1701944384622069959,-0.0035850433632731438,-0.003796663135290146,-0.00044999149395152926
1701944384623656990,-0.004110434558242559,-0.0031383144669234753,-0.0009171373676508665
1701944384624939490,-0.004638115409761667,-0.0029673445969820023,-0.001063768519088626
1701944384626168798,-0.005267517641186714,-0.003028940176591277,-0.0007647405145689845
1701944384627598090,-0.006192420143634081,-0.002716077957302332,3.3874439395731315e-05
