%time,field.x,field.y,field.z
1701935766686866373,0.0,0.0,0.0
1701935766689394659,-3.6128620264736687e-10,-3.631243395830751e-09,-6.930115433962577e-09
1701935766691803501,-9.79122701349707e-09,-2.0736994795148643e-08,-3.0663720748147945e-08
1701935766694174662,-3.747978822643688e-08,-5.684056257029075e-08,-7.361354551732781e-08
1701935766697051333,-9.74877466575749e-08,-1.268591273266849e-07,-1.502733131669955e-07
1701935766699208096,-1.5894232540217353e-07,-1.9458178388701888e-07,-2.2182308781336546e-07
1701935766701195547,-2.256108792265311e-07,-2.673517423211103e-07,-2.990624277118145e-07
1701935766703258173,-3.072939276173299e-07,-3.552411205942048e-07,-3.905262513473003e-07
1701935766705176976,-3.922456633277921e-07,-4.4426218265162876e-07,-4.821450721700176e-07
1701935766707006635,-4.796804621220029e-07,-5.365297863199574e-07,-5.775601609074757e-07
1701935766709019022,-5.851941384925679e-07,-6.469626050112559e-07,-6.90677662868527e-07
1701935766710941599,-6.934168671866133e-07,-7.594230564851149e-07,-8.057273553027339e-07
1701935766712805119,-8.051391257869091e-07,-8.752470481008728e-07,-9.234457587866268e-07
1701935766714703392,-9.239185857892615e-07,-9.962817094489215e-07,-1.0445286053799072e-06
1701935766716739818,-1.0515976224137441e-06,-1.126690784194418e-06,-1.1767865429388056e-06
1701935766719274348,-1.2200285238168097e-06,-1.3057487402643459e-06,-1.3647670832201974e-06
1701935766721543292,-1.3955605714394736e-06,-1.4923868338340552e-06,-1.5578447110633219e-06
1701935766723376203,-1.5525298049056344e-06,-1.6556488157450697e-06,-1.7243886231482855e-06
1701935766725580073,-1.7550376303762197e-06,-1.8694130355165614e-06,-1.9468090844123607e-06
1701935766727634153,-1.968766934689465e-06,-2.0959958649850753e-06,-2.1812661670382736e-06
1701935766730930887,-2.3582273344648305e-06,-2.498983873201228e-06,-2.5915125877449033e-06
1701935766733096601,-0.21580142441673125,0.10687796276515871,-0.0010227681008139785
1701935766735437145,-0.23595539737050575,0.11685937806623754,-0.0011183240396907298
1701935766737266221,-0.24413600488691403,0.12091085739830937,-0.0011571316689755306
1701935766739226160,-0.25290095164304693,0.1252517208160991,-0.001198715374058718
1701935766741593829,-0.2634903306112724,0.13049614098341686,-0.0012489500944972505
1701935766743611531,-0.2725143833736496,0.1349653358592789,-0.0012917551137413851
1701935766745353170,-0.28030366504986387,0.138823006472595,-0.0013287059617331529
1701935766747200732,-0.28856638845095894,0.14291513595491293,-0.0013679197218833623
1701935766749693559,-0.29971561301978034,0.14843674424785078,-0.0014208822200796696
1701935766753133840,-0.3151013347747638,0.15605633917097314,-0.0014940267708639337
1701935766755431008,-0.32537522322144113,0.16114431696200548,-0.0015428897978287893
1701935766757418699,-0.3342650585437069,0.16554683620529015,-0.0015851943647543006
1701935766759579569,-0.34393012746998075,0.1703332418614713,-0.0016312008263493138
1701935766761559834,-0.35278587061091915,0.1747188418023402,-0.0016733572473395064
1701935766763625349,-0.3620244282365096,0.17929400417513014,-0.0017173554293813832
1701935766765775219,-0.3716394200951387,0.1840555483497678,-0.0017631699913077717
1701935766767881406,-0.3810592971144208,0.18872043752004689,-0.0018080731968520346
