time,sensor,KF_pose_x,KF_pose_y,KF_pose_z,sonar_distance_x,sonar_distance_y,depth_z,sonar_confidence_x,sonar_confidence_y,accel_x,accel_y,accel_z,gps_long,gps_lat,gps_status
1700535849.326675310,imu,,,,-0.33895269036293,-9.72113418579102,-0.480586767196655
1700535849.337664575,imu,,,,-0.327007949352264,-9.72113132476807,-0.489567041397095
1700535849.343110517,imu,,,,-0.324688166379929,-9.71235656738281,-0.482783854007721
1700535849.353532999,imu,,,,-0.334686458110809,-9.7147102355957,-0.480976104736328
1700535849.365231092,imu,,,,-0.337648898363113,-9.70527935028076,-0.480330675840378
1700535849.379390670,imu,,,,-0.327117085456848,-9.70053100585938,-0.482767879962921
1700535849.388281007,imu,,,,-0.331037014722824,-9.71539402008057,-0.476199299097061
1700535849.400606569,imu,,,,-0.333627641201019,-9.70931625366211,-0.484625428915024
1700535849.409771955,imu,,,,-0.323059916496277,-9.71370983123779,-0.473330318927765
1700535849.415323673,imu,,,,-0.32312348484993,-9.71774101257324,-0.48513463139534
1700535849.426520372,imu,,,,-0.326176583766937,-9.71169757843018,-0.471061795949936
1700535849.431938247,imu,,,,-0.327396154403687,-9.71878337860108,-0.4681516289711
1700535849.449168250,imu,,,,-0.327137559652329,-9.70628070831299,-0.481217205524445
1700535849.459944581,imu,,,,-0.329828023910522,-9.70898723602295,-0.476509988307953
1700535849.465327245,imu,,,,-0.336220443248749,-9.70729637145996,-0.482466340065002
1700535849.476511863,imu,,,,-0.325075149536133,-9.71033096313477,-0.479254305362701
1700535849.487634492,imu,,,,-0.3382628262043,-9.71001720428467,-0.470517933368683
1700535849.493080818,imu,,,,-0.33022928237915,-9.71406078338623,-0.467708706855774
1700535849.509806508,imu,,,,-0.325135499238968,-9.71237373352051,-0.475018292665482
1700535849.515218631,imu,,,,-0.326054334640503,-9.70899200439453,-0.471114844083786
1700535849.526353028,imu,,,,-0.312473565340042,-9.70796012878418,-0.48505049943924
1700535849.533286141,imu,,,,-0.319675743579865,-9.70628833770752,-0.472469061613083
1700535849.584704892,imu,,,,-0.321105360984802,-9.72179317474365,-0.48527330160141
1700535849.607021186,imu,,,,-0.337679177522659,-9.70021629333496,-0.484205216169357
1700535849.617020649,imu,,,,-0.325335830450058,-9.71607303619385,-0.483123272657394
1700535849.623609478,imu,,,,-0.329271525144577,-9.70425033569336,-0.482916921377182
1700535849.640376970,imu,,,,-0.32124263048172,-9.6992073059082,-0.475160956382751
1700535849.651913806,imu,,,,-0.326478838920593,-9.69414138793945,-0.476751089096069
1700535849.669536529,imu,,,,-0.336587607860565,-9.70764636993408,-0.46901661157608
1700535849.692555031,imu,,,,-0.330184310674667,-9.71235752105713,-0.473097652196884
1700535849.710211668,imu,,,,-0.330680549144745,-9.71267890930176,-0.482940107584
1700535849.718712073,imu,,,,-0.329798549413681,-9.71033954620362,-0.471600890159607
1700535849.727261879,imu,,,,-0.333702325820923,-9.70831203460694,-0.475776046514511
1700535849.735957695,imu,,,,-0.325611412525177,-9.71540069580078,-0.47199422121048
1700535849.746261925,imu,,,,-0.328520476818085,-9.70561122894287,-0.476846784353256
1700535849.759885405,imu,,,,-0.334560811519623,-9.70864391326904,-0.478297531604767
