time,sensor,KF_pose_x,KF_pose_y,KF_pose_z,sonar_distance_x,sonar_distance_y,depth_z,sonar_confidence_x,sonar_confidence_y,accel_x,accel_y,accel_z,gps_long,gps_lat,gps_status
1700535736.564216631,imu,,,,-0.322121381759644,-9.70684623718262,-0.475632011890411
1700535736.575203114,imu,,,,-0.322019875049591,-9.69941425323487,-0.478699386119843
1700535736.586357065,imu,,,,-0.324827939271927,-9.70819568634033,-0.470042169094086
1700535736.596919377,imu,,,,-0.317062258720398,-9.72033214569092,-0.4754918217659
1700535736.608628269,imu,,,,-0.314556807279587,-9.70920944213867,-0.472684025764465
1700535736.619795624,imu,,,,-0.330195426940918,-9.71797370910645,-0.480747580528259
1700535736.637300578,imu,,,,-0.314190685749054,-9.70685005187988,-0.466779351234436
1700535736.641827727,imu,,,,-0.326151490211487,-9.70650482177734,-0.475351572036743
1700535736.647421677,imu,,,,-0.315280616283417,-9.71494770050049,-0.472965151071549
1700535736.659725640,imu,,,,-0.328171402215958,-9.71427249908447,-0.475266218185425
1700535736.670019382,imu,,,,-0.316655546426773,-9.70719051361084,-0.469887405633926
1700535736.681304572,imu,,,,-0.338415831327438,-9.72000503540039,-0.471062630414963
1700535736.692361331,imu,,,,-0.327484130859375,-9.72035503387451,-0.465964049100876
1700535736.702938315,imu,,,,-0.314781308174133,-9.71561527252197,-0.477594822645187
1700535736.708753902,imu,,,,-0.320562213659287,-9.71357727050781,-0.47820970416069
1700535736.719810224,imu,,,,-0.319751530885696,-9.72034072875977,-0.477662861347198
1700535736.730808845,imu,,,,-0.315698772668839,-9.71122646331787,-0.474230378866196
1700535736.736322036,imu,,,,-0.316072344779968,-9.71189117431641,-0.482797354459763
1700535736.747719736,imu,,,,-0.336033701896667,-9.72169971466065,-0.472892582416534
1700535736.762402574,imu,,,,-0.311563551425934,-9.71089267730713,-0.476993471384049
1700535736.769729289,imu,,,,-0.321222931146622,-9.71054744720459,-0.471879363059998
1700535736.780785194,imu,,,,-0.326989233493805,-9.70280742645264,-0.47316962480545
1700535736.802407067,imu,,,,-0.323681980371475,-9.71393299102783,-0.475003570318222
1700535736.819669744,imu,,,,-0.32768976688385,-9.71190643310547,-0.478687196969986
1700535736.829834478,imu,,,,-0.3248310983181,-9.71663570404053,-0.470258951187134
1700535736.841529031,imu,,,,-0.322237312793732,-9.70886039733887,-0.480049908161163
1700535736.846623707,imu,,,,-0.333533108234406,-9.71461868286133,-0.467209756374359
1700535736.861844542,imu,,,,-0.321869552135468,-9.71496200561523,-0.470005452632904
1700535736.868890132,imu,,,,-0.323032110929489,-9.70448398590088,-0.475306481122971
1700535736.880292394,imu,,,,-0.324572950601578,-9.70146083831787,-0.467879176139832
1700535736.891346497,imu,,,,-0.321445018053055,-9.70584106445312,-0.468811333179474
1700535736.896532609,imu,,,,-0.313629686832428,-9.70683097839355,-0.476559996604919
1700535736.913311674,imu,,,,-0.318668603897095,-9.72034168243408,-0.463816612958908
1700535736.917966461,imu,,,,-0.321920961141586,-9.70886325836182,-0.476728230714798
1700535736.929889342,imu,,,,-0.324823796749115,-9.72001552581787,-0.470506012439728
1700535736.940863031,imu,,,,-0.316058933734894,-9.70783805847168,-0.478584975004196
1700535736.946828866,imu,,,,-0.334017843008041,-9.71124267578125,-0.466176956892014
1700535736.957752051,imu,,,,-0.327715337276459,-9.70752429962158,-0.472577720880508
1700535736.974717799,imu,,,,-0.320006310939789,-9.71257877349854,-0.474784851074219
1700535736.980448932,imu,,,,-0.315913915634155,-9.72306251525879,-0.462514400482178
1700535736.991370685,imu,,,,-0.323851019144058,-9.70347499847412,-0.4702008664608
1700535737.002502910,imu,,,,-0.32652872800827,-9.71427440643311,-0.475835889577866
1700535737.008440368,imu,,,,-0.324313014745712,-9.70990085601807,-0.46324822306633
1700535737.019287246,imu,,,,-0.315876483917236,-9.70279407501221,-0.475011199712753
1700535737.030379083,imu,,,,-0.323615252971649,-9.71392822265625,-0.47302782535553
