Timestamp,IMU_Raw_x,IMU_Raw_y,IMU_Raw_z,IMU_Linear_Acc_X,IMU_Linear_Acc_Y,IMU_Linear_Acc_Z
1042764663,-0.34066966176033,-9.71068477630615,-0.464109420776367,-0.008076883852481842,-0.006769760511815548,0.006649801507592201
1047842741,-0.335620045661926,-9.71674823760987,-0.472100347280502,-0.01251147873699665,-0.009790228679776192,0.009545860812067986
1120615482,-0.311138302087784,-9.70660591125488,-0.479790836572647,-0.017076989635825157,-0.005262809339910746,0.002804911695420742
1125930309,-0.310232698917389,-9.70358371734619,-0.476234644651413,-0.01301125530153513,-0.005264015402644873,-0.00032375400769524276
1137152910,-0.320741236209869,-9.69987678527832,-0.471516042947769,-0.009445669129490852,-0.004932059906423092,-0.0023868181742727757
1148220539,-0.317278534173966,-9.70593452453613,-0.48302561044693,-0.006625405978411436,-0.003682328388094902,-0.0028178293723613024
1237579822,-0.320311337709427,-9.7184476852417,-0.467814832925797,-0.01226111687719822,-0.007548484019935131,0.0028319850098341703
1348107337,-0.312909632921219,-9.70424461364746,-0.488100200891495,0.001936051296070218,-0.0038685211911797523,-0.009017114527523518
1536758184,-0.307106137275696,-9.71673393249512,-0.482474535703659,0.006358891259878874,-0.01134165097028017,0.006909721996635199
1548107147,-0.308264225721359,-9.70423698425293,-0.492710888385773,0.011144415475428104,-0.009386918507516384,0.0032913130708038807
1571613311,-0.317917615175247,-9.70829391479492,-0.48192772269249,0.013102351687848568,-0.0038354715798050165,-0.0032436803448945284
1575862646,-0.324150562286377,-9.70594596862793,-0.477426171302795,0.010604871436953545,-0.0013117382768541574,-0.004927017726004124
1588007688,-0.332536160945892,-9.71911811828613,-0.473457306623459,0.0065003735944628716,0.0004516568733379245,-0.005026126746088266
1598248720,-0.314972132444382,-9.70765590667725,-0.462924689054489,0.0012709309812635183,0.0011341831414029002,-0.003548522712662816
1614755153,-0.321144193410873,-9.7160816192627,-0.46613934636116,-0.004312949255108833,0.0006321907276287675,-0.0006777887465432286
1620291948,-0.318245679140091,-9.7069787979126,-0.464598000049591,-0.009092654101550579,-0.0007795024430379272,0.0032647754997015
1631626129,-0.324474781751633,-9.71675205230713,-0.472738862037659,-0.012097695842385292,-0.002531246980652213,0.007660653442144394
1636958837,-0.318420588970184,-9.7126989364624,-0.475488781929016,-0.013108702376484871,-0.0040855626575648785,0.011567517183721066
1648524522,-0.316519737243652,-9.71167850494385,-0.478939563035965,-0.01257349643856287,-0.005174565128982067,0.013981916010379791
1659346818,-0.316520750522614,-9.71032047271729,-0.474344432353973,-0.011133859865367413,-0.00574240367859602,0.014286168850958347
1670031070,-0.309609472751617,-9.71875381469727,-0.479817032814026,-0.009289146400988102,-0.005832882132381201,0.012586992233991623
1682016849,-0.294295787811279,-9.71673107147217,-0.479212760925293,-0.0072223651222884655,-0.005665016360580921,0.009621510282158852
1686936616,-0.3088239133358,-9.7143726348877,-0.48008194565773,-0.004741066601127386,-0.005615282338112593,0.006316198967397213
1698106527,-0.297633707523346,-9.71335601806641,-0.485792100429535,-0.0016180425882339478,-0.0059221237897872925,0.003386968746781349
1709193229,-0.284933298826218,-9.70861721038819,-0.488955348730087,0.002059946535155177,-0.006461181212216616,0.001120020286180079
1748259782,-0.297365427017212,-9.71304035186768,-0.46711590886116,0.016646210104227066,-0.00702132610604167,-0.003046805039048195
1917543411,-0.299235433340073,-9.71504783630371,-0.478774130344391,-0.00012145647633587942,-0.004923507105559111,-0.0004424619837664068
1927357912,-0.308564364910126,-9.72010612487793,-0.479889184236527,0.0026139181572943926,-0.005595546215772629,-0.00030436579254455864
1938461303,-0.295859754085541,-9.71199607849121,-0.486596494913101,0.004891734104603529,-0.007276027929037809,-0.0003619226044975221
1949555158,-0.308769673109055,-9.71876525878906,-0.481296926736832,0.00656190374866128,-0.009175959043204784,-0.0005954716471023858
1983069181,-0.302827000617981,-9.7106409072876,-0.487334340810776,0.007271955255419016,-0.01173062901943922,-0.0014660577289760113
1999659776,-0.312164068222046,-9.72145462036133,-0.482900202274323,0.005667056422680616,-0.011781907640397549,-0.0015044971369206905
2009359836,-0.319029092788696,-9.71944046020508,-0.481340855360031,0.0036180312745273113,-0.011481184512376785,-0.0016054852167144418
2018915653,-0.315094888210297,-9.72012710571289,-0.474775165319443,0.0015781756956130266,-0.0109810596331954,-0.0017991462955251336
2027237415,-0.303047984838486,-9.70796012878418,-0.484114706516266,-0.00025044826907105744,-0.010547123849391937,-0.0018467367626726627
2055849552,-0.309227049350739,-9.7197790145874,-0.478251844644547,-0.0016065237578004599,-0.008727076463401318,-0.0003740823012776673
2066297292,-0.311363011598587,-9.70999717712402,-0.478175461292267,-0.0005311666172929108,-0.007319193799048662,-0.00018771456961985677
2077707290,-0.310255765914917,-9.70019817352295,-0.477693408727646,0.0006569193792529404,-0.005735800135880709,-0.00026922504184767604
2094238042,-0.308551669120789,-9.71370124816895,-0.478008210659027,0.002028791233897209,-0.0026573012582957745,-6.436954572563991e-05
2127450704,-0.315924137830734,-9.70795917510987,-0.484432280063629,0.0022737120743840933,-0.0005499622784554958,0.0015133674023672938
2138569593,-0.313539624214172,-9.70559597015381,-0.48542645573616,0.0019757351838052273,-0.0013415763387456536,0.002005621325224638
2149610519,-0.312140434980393,-9.71942615509033,-0.487808376550674,0.001144185196608305,-0.002482961630448699,0.002008343581110239
2160992383,-0.316086888313293,-9.71944427490234,-0.477729827165604,-0.0001038161717588082,-0.0035526223946362734,0.0012410283088684082
2171846866,-0.316986352205277,-9.73024559020996,-0.474195092916489,-0.0014447562862187624,-0.004626052919775248,-9.276464697904885e-05
2199682712,-0.314371407032013,-9.7096529006958,-0.479972004890442,-0.00475945184007287,-0.010448089800775051,-0.0019460240146145225
2210785150,-0.312609672546387,-9.71741199493408,-0.480651915073395,-0.005641594063490629,-0.01186065748333931,-0.001835375209338963
2223554849,-0.327699422836304,-9.71402740478516,-0.483441352844238,-0.006194917485117912,-0.011965293437242508,-0.0017506451113149524
2233002424,-0.307882487773895,-9.71438598632812,-0.475201904773712,-0.006378909107297659,-0.01090053841471672,-0.0016320077702403069
2238546133,-0.316865026950836,-9.70288562774658,-0.49104630947113,-0.00631296169012785,-0.009184745140373707,-0.0013974037719890475
2249947786,-0.313956707715988,-9.71202659606934,-0.477623522281647,-0.006017598323523998,-0.0072333235293626785,-0.0011070116888731718
2260791540,-0.321497619152069,-9.71268463134766,-0.486641943454742,-0.005491351243108511,-0.005274433642625809,-0.0009501229505985975
2266949653,-0.324545085430145,-9.71269702911377,-0.48027178645134,-0.0049776132218539715,-0.0035954697523266077,-0.0010459072655066848
2279257297,-0.316995978355408,-9.70797252655029,-0.47326135635376,-0.004906761925667524,-0.0025308066979050636,-0.00129531545098871
2481431245,-0.316980719566345,-9.71268749237061,-0.476557284593582,-0.00871388241648674,-0.004373476840555668,-0.0017039361409842968
2499607801,-0.329532384872437,-9.72247314453125,-0.477775573730469,-0.006672300398349762,-0.006241366267204285,-0.001405764720402658
