Timestamp,Pose_X,Pose_Y,Pose_Z,Sonar_Distance_1,Sonar_Distance_2,Sonar_Distance_3,IMU_Linear_Acc_X,IMU_Linear_Acc_Y,IMU_Linear_Acc_Z
1706235639160831620,2.0139733269019592e-05,-3.059668925669064e-06,9.82241091154651e-07,0.0,0.0,2.441999912261963,0.015831155702471733,-0.0021336437202990055,0.004321908112615347
1706235639320864954,0.0001277408809393862,2.881270755407266e-05,-6.487963403983428,0.0,0.0,2.440999984741211,0.013546439819037914,0.0006653634482063353,0.011079574935138226
1706235639440669509,-2.783016368783814e-05,5.760059281192639e-07,-2.6174455496710514,0.0,0.0,2.438666582107544,-0.0017679877346381545,-0.0054474384523928165,0.004342909902334213
1706235639480712490,-3.8054448607348995e-06,-7.640211704295582e-06,-2.442152236436785,0.0,0.0,2.436333417892456,-0.011523154564201832,-0.009367750957608223,0.007524986285716295
1706235639640690990,-0.00046761087020803506,-0.00022500019023058643,-2.433761603268984,0.0,0.0,2.434000015258789,-0.01678352616727352,-0.004589182790368795,0.008888502605259418
1706235639810732879,2.8613723493643832e-05,-8.460763678944755e-06,-2.42890072995931,0.0,0.0,2.431666612625122,0.00969006773084402,0.000681773410178721,0.017250940203666687
1706235639913301046,2.9490114232676185e-05,1.8471085306143575e-05,-2.4289071381966867,0.0,0.0,2.429333448410034,-0.0038035826291888952,-0.0037360009737312794,0.006016145460307598
1706235640070044898,5.5635629140820185e-06,-1.2228547842964015e-05,-2.4256971197948585,0.0,0.0,2.427000045776367,0.00631522573530674,-0.0037232961039990187,0.006439905613660812
1706235640190323601,4.905355464750322e-05,-2.6722191638345313e-06,-2.4251258635424238,0.0,0.0,2.424333333969116,0.0039054129738360643,-0.0029654637910425663,0.002090862486511469
1706235640280907064,2.893634218551493e-06,-2.1824876964168133e-05,-2.422242188827134,0.0,0.0,2.4216666221618652,-0.0016763476887717843,-0.002085910178720951,0.0020022322423756123
1706235640450906916,8.685380853049823e-05,-5.1367313954900785e-05,-2.416885920197688,0.0,0.0,2.4193332195281982,-0.00672330055385828,0.0010476764291524887,0.006219013594090939
1706235640570568249,-6.322104708097982e-05,-4.800438179864195e-05,-2.4175721817239824,0.0,0.0,2.4176666736602783,-0.011113326996564865,0.0044781481847167015,0.016758393496274948
1706235640660828212,-2.1805966011281155e-05,3.1585016420046167e-05,-2.4162761225248266,0.0,0.0,2.4163331985473633,0.009935657493770123,0.004262568429112434,0.02397511526942253
1706235640831006101,7.677641046424542e-05,3.861179230135502e-05,-2.413583971121348,0.0,0.0,2.4153332710266113,0.010262769646942616,-0.002517171436920762,0.02633115090429783
1706235640940602971,6.257438297926348e-05,3.049572825190234e-06,-2.414510238572417,0.0,0.0,2.4146666526794434,0.004499512258917093,0.0011268932139500976,0.022969618439674377
1706235641040563860,-3.889195515036642e-06,-7.395662622408366e-07,-2.4139914622379077,0.0,0.0,2.4136667251586914,-0.014326250180602074,-0.00019568255811464041,0.01459565106779337
1706235641191227582,-3.129522498082491e-05,-2.0334986702797093e-05,-2.4119956761488663,0.0,0.0,2.4126665592193604,0.003783582244068384,-0.0003940469759982079,0.015373576432466507
1706235641321599193,7.724274877983482e-05,1.2689787055677545e-05,-2.411857480087944,0.0,0.0,2.4113333225250244,0.010011845268309116,-0.002902405336499214,0.008034547790884972
1706235641410603730,2.7813223177205265e-05,-1.371654207465285e-05,-2.4103054529430614,0.0,0.0,2.4106667041778564,-0.0022705786395817995,-0.0035256235860288143,-0.003100883448496461
1706235641580468730,-8.744791818359681e-07,-8.379159497851559e-05,-2.4094252305924586,0.0,0.0,2.4096667766571045,0.0018994850106537342,-0.005227786023169756,-0.002724858932197094
1706235641691333822,-3.7114270497320314e-05,-3.831756093943902e-05,-2.4089818521951676,0.0,0.0,2.4093332290649414,-0.01346160564571619,-0.009567906148731709,-0.004419215954840183
1706235641791611471,-4.5033227329669175e-05,-1.5577356103144277e-05,-2.4090700856435783,0.0,0.0,2.4089999198913574,-0.0066687921062111855,-0.0023329737596213818,0.003390696831047535
1706235641951093378,-4.8468656912995216e-05,-1.094006849456489e-05,-2.4082857947235956,0.0,0.0,2.4089999198913574,0.0006943888147361577,-0.0014430137816816568,0.023604730144143105
1706235642061092119,1.1147204822501511e-06,3.431855817387133e-06,-2.408848098488002,0.0,0.0,2.4089999198913574,0.0020209839567542076,0.0013412245316430926,0.02580256015062332
1706235642160398563,9.223520856302022e-06,2.407114302057012e-05,-2.4088557375171282,0.0,0.0,2.4089999198913574,0.005452043376863003,0.0068242596462368965,0.03656363859772682
1706235642330813507,1.3972394597626971e-05,3.899358551723866e-05,-2.4084801770778803,0.0,0.0,2.4093332290649414,-0.0048886449076235294,0.001317799324169755,0.030724970623850822
1706235642446918322,-4.46900770123531e-05,1.0253667924585498e-05,-2.4093999821604575,0.0,0.0,2.4093332290649414,-0.006141912657767534,-0.004041398409754038,0.019851919263601303
1706235642540906063,2.1196734092783203e-05,1.3239630579929425e-06,-2.4092331129254134,0.0,0.0,2.4096667766571045,0.009208058007061481,0.005656834226101637,0.02308710664510727
1706235642700527563,6.235806775160297e-05,-6.64955936945817e-06,-2.410104483839925,0.0,0.0,2.4100000858306885,-0.009844799526035786,-0.00898019503802061,-0.009606997482478619
1706235642821480322,-2.9873472715916463e-05,-4.793050905896075e-05,-2.410277599800549,0.0,0.0,2.4110000133514404,0.008583486080169678,0.0005737955216318369,-0.0058007133193314075
1706235642921256655,1.8643994539070026e-05,-1.1854247680903302e-05,-2.411909616279905,0.0,0.0,2.4123332500457764,-0.003350334009155631,-0.006685319356620312,-0.00955972820520401
1706235643080949562,7.933627073703805e-06,-5.952455580563634e-05,-2.414570505816998,0.0,0.0,2.4136667251586914,0.0002925134904216975,-0.0035761790350079536,0.0003443306777626276
1706235643201095377,-2.3905420556888595e-05,-1.542036645932428e-05,-2.4146228263239955,0.0,0.0,2.4160001277923584,-0.005670823156833649,0.0021552382968366146,0.0034211173187941313
1706235643280954970,-3.603353558621767e-06,3.5526874406473374e-06,-2.4175333723884065,0.0,0.0,2.4179999828338623,0.004006610717624426,0.008510684594511986,0.021088527515530586
1706235643454027692,5.055982937664132e-05,6.330192263280876e-05,-2.42105491218543,0.0,0.0,2.4200000762939453,0.027124732732772827,0.005373572930693626,0.035234615206718445
1706235643572108970,0.00010314192765252892,2.4988503402552965e-05,-2.421155824241339,0.0,0.0,2.421999931335449,-0.003707285737618804,0.0006037626881152391,0.02333441562950611
1706235643670543877,-2.8107430511397216e-05,1.3153925092566903e-05,-2.4236163108734594,0.0,0.0,2.4240000247955322,-0.01791907474398613,0.00035078771179541945,0.017159854993224144
1706235643830997488,-0.00022061731915737267,-5.983386257092246e-05,-2.427114034621362,0.0,0.0,2.426333427429199,-0.016385948285460472,-0.005485985893756151,0.011346891522407532
1706235643940696266,-0.00013303010797086534,-3.100891353319167e-05,-2.4278377822781874,0.0,0.0,2.428666830062866,-0.006651860196143389,-0.0040885768830776215,0.005849539302289486
1706235644041073210,1.786065751987918e-05,-1.1773976846955558e-05,-2.430631168961944,0.0,0.0,2.431333303451538,0.011155459098517895,-0.003563189646229148,0.00866788811981678
1706235644203279580,3.4465865401072746e-05,-3.6240975063377627e-05,-2.4359525449499233,0.0,0.0,2.434000015258789,-0.021820535883307457,-0.007013994734734297,0.010145620442926884
